Year,Units,Altersklasse,Geschlecht,Art der Opfer-Tatverdächtigen-Beziehung,Grad des Unsicherheitsgefühls,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Series,Value
2017,Anzahl,18 bis unter 21 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,7.0
2018,Anzahl,18 bis unter 21 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,12.0
2019,Anzahl,18 bis unter 21 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,5.0
2020,Anzahl,18 bis unter 21 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,6.0
2021,Anzahl,18 bis unter 21 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,4.0
2022,Anzahl,18 bis unter 21 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,8.0
2023,Anzahl,18 bis unter 21 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,9.0
2024,Anzahl,18 bis unter 21 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,13.0
2025,Anzahl,18 bis unter 21 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,18.0
2010,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,19.0
2011,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,19.0
2012,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,13.0
2013,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,9.0
2014,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,11.0
2015,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,9.0
2016,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,25.0
2017,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,9.0
2018,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,14.0
2019,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,11.0
2020,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,15.0
2021,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,15.0
2022,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,15.0
2023,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,9.0
2024,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,14.0
2025,Anzahl,18 bis unter 21 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,16.0
2010,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,202.0
2011,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,180.0
2012,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,139.0
2013,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,159.0
2014,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,180.0
2015,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,141.0
2016,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,236.0
2017,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,176.0
2018,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,184.0
2019,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,144.0
2020,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,142.0
2021,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,140.0
2022,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,136.0
2023,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,184.0
2024,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,150.0
2025,Anzahl,21 bis unter 60 Jahre,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,273.0
2010,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,246.0
2011,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,244.0
2012,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,220.0
2013,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,218.0
2014,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,225.0
2015,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,202.0
2016,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,291.0
2017,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,238.0
2018,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,261.0
2019,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,205.0
2020,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,236.0
2021,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,196.0
2022,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,198.0
2023,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,246.0
2024,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,262.0
2025,Anzahl,21 bis unter 60 Jahre,Männlich,,,,,,Opfer von vorsätzlicher Tötung,306.0
2010,Anzahl,60 Jahre und älter,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,121.0
2011,Anzahl,60 Jahre und älter,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,112.0
2012,Anzahl,60 Jahre und älter,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,108.0
2013,Anzahl,60 Jahre und älter,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,122.0
2014,Anzahl,60 Jahre und älter,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,121.0
2015,Anzahl,60 Jahre und älter,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,143.0
2016,Anzahl,60 Jahre und älter,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,163.0
2017,Anzahl,60 Jahre und älter,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,168.0
2018,Anzahl,60 Jahre und älter,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,133.0
2019,Anzahl,60 Jahre und älter,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,106.0
2020,Anzahl,60 Jahre und älter,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,162.0
2021,Anzahl,60 Jahre und älter,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,143.0
2022,Anzahl,60 Jahre und älter,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,166.0
2023,Anzahl,60 Jahre und älter,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,134.0
2024,Anzahl,60 Jahre und älter,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,148.0
2025,Anzahl,60 Jahre und älter,Weiblich,,,,,,Opfer von vorsätzlicher Tötung,197.0
2010,Anzahl,60 Jahre und älter,Männlich,,,,,,Opfer von vorsätzlicher Tötung,87.0
2011,Anzahl,60 Jahre und älter,Männlich,,,,,,Opfer von vorsätzlicher Tötung,73.0
2012,Anzahl,60 Jahre und älter,Männlich,,,,,,Opfer von vorsätzlicher Tötung,73.0
2013,Anzahl,60 Jahre und älter,Männlich,,,,,,Opfer von vorsätzlicher Tötung,90.0
2014,Anzahl,60 Jahre und älter,Männlich,,,,,,Opfer von vorsätzlicher Tötung,92.0
2015,Anzahl,60 Jahre und älter,Männlich,,,,,,Opfer von vorsätzlicher Tötung,102.0
2016,Anzahl,60 Jahre und älter,Männlich,,,,,,Opfer von vorsätzlicher Tötung,127.0
2017,Anzahl,60 Jahre und älter,Männlich,,,,,,Opfer von vorsätzlicher Tötung,144.0
2018,Anzahl,60 Jahre und älter,Männlich,,,,,,Opfer von vorsätzlicher Tötung,100.0
2019,Anzahl,60 Jahre und älter,Männlich,,,,,,Opfer von vorsätzlicher Tötung,95.0
2020,Anzahl,60 Jahre und älter,Männlich,,,,,,Opfer von vorsätzlicher Tötung,130.0
2021,Anzahl,60 Jahre und älter,Männlich,,,,,,Opfer von vorsätzlicher Tötung,100.0
2022,Anzahl,60 Jahre und älter,Männlich,,,,,,Opfer von vorsätzlicher Tötung,98.0
2023,Anzahl,60 Jahre und älter,Männlich,,,,,,Opfer von vorsätzlicher Tötung,99.0
2024,Anzahl,60 Jahre und älter,Männlich,,,,,,Opfer von vorsätzlicher Tötung,121.0
2025,Anzahl,60 Jahre und älter,Männlich,,,,,,Opfer von vorsätzlicher Tötung,174.0
2010,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,343.0
2011,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,318.0
2012,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,287.0
2013,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,308.0
2014,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,340.0
2015,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,293.0
2016,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,325.0
2017,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,336.0
2018,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,310.0
2019,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,282.0
2020,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,332.0
2021,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,286.0
2022,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,271.0
2023,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,341.0
2024,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,304.0
2025,Anzahl,,,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,310.0
2010,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,232.0
2011,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,228.0
2012,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,182.0
2013,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,224.0
2014,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,241.0
2015,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,210.0
2016,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,238.0
2017,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,231.0
2018,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,204.0
2019,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,187.0
2020,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,225.0
2021,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,207.0
2022,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,198.0
2023,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,253.0
2024,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,203.0
2025,Anzahl,,Weiblich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,220.0
2010,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,111.0
2011,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,90.0
2012,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,105.0
2013,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,84.0
2014,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,99.0
2015,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,83.0
2016,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,87.0
2017,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,105.0
2018,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,106.0
2019,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,95.0
2020,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,107.0
2021,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,79.0
2022,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,73.0
2023,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,88.0
2024,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,101.0
2025,Anzahl,,Männlich,Intimpartner oder Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,90.0
2010,Anzahl,,,Intimpartner,,.,,,Opfer von vorsätzlicher Tötung,
2011,Anzahl,,,Intimpartner,,.,,,Opfer von vorsätzlicher Tötung,
2012,Anzahl,,,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,133.0
2013,Anzahl,,,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,175.0
2014,Anzahl,,,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,197.0
2015,Anzahl,,,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,163.0
2016,Anzahl,,,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,181.0
2017,Anzahl,,,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,189.0
2018,Anzahl,,,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,155.0
2019,Anzahl,,,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,156.0
2020,Anzahl,,,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,177.0
2021,Anzahl,,,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,135.0
2022,Anzahl,,,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,158.0
2023,Anzahl,,,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,183.0
2024,Anzahl,,,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,164.0
2025,Anzahl,,,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,163.0
2010,Anzahl,,Weiblich,Intimpartner,,.,,,Opfer von vorsätzlicher Tötung,
2011,Anzahl,,Weiblich,Intimpartner,,.,,,Opfer von vorsätzlicher Tötung,
2012,Anzahl,,Weiblich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,113.0
2013,Anzahl,,Weiblich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,146.0
2014,Anzahl,,Weiblich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,167.0
2015,Anzahl,,Weiblich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,139.0
2016,Anzahl,,Weiblich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,164.0
2017,Anzahl,,Weiblich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,153.0
2018,Anzahl,,Weiblich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,127.0
2019,Anzahl,,Weiblich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,123.0
2020,Anzahl,,Weiblich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,146.0
2021,Anzahl,,Weiblich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,121.0
2022,Anzahl,,Weiblich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,137.0
2023,Anzahl,,Weiblich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,159.0
2024,Anzahl,,Weiblich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,138.0
2025,Anzahl,,Weiblich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,139.0
2010,Anzahl,,Männlich,Intimpartner,,.,,,Opfer von vorsätzlicher Tötung,
2011,Anzahl,,Männlich,Intimpartner,,.,,,Opfer von vorsätzlicher Tötung,
2012,Anzahl,,Männlich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,20.0
2013,Anzahl,,Männlich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,29.0
2014,Anzahl,,Männlich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,30.0
2015,Anzahl,,Männlich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,24.0
2016,Anzahl,,Männlich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,17.0
2017,Anzahl,,Männlich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,36.0
2018,Anzahl,,Männlich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,28.0
2019,Anzahl,,Männlich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,33.0
2020,Anzahl,,Männlich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,31.0
2021,Anzahl,,Männlich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,14.0
2022,Anzahl,,Männlich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,21.0
2023,Anzahl,,Männlich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,24.0
2024,Anzahl,,Männlich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,26.0
2025,Anzahl,,Männlich,Intimpartner,,,,,Opfer von vorsätzlicher Tötung,24.0
2010,Anzahl,,,Familienmitglied,,.,,,Opfer von vorsätzlicher Tötung,
2011,Anzahl,,,Familienmitglied,,.,,,Opfer von vorsätzlicher Tötung,
2012,Anzahl,,,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,154.0
2013,Anzahl,,,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,133.0
2014,Anzahl,,,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,143.0
2015,Anzahl,,,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,130.0
2016,Anzahl,,,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,144.0
2017,Anzahl,,,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,147.0
2018,Anzahl,,,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,155.0
2019,Anzahl,,,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,126.0
2020,Anzahl,,,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,155.0
2021,Anzahl,,,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,151.0
2022,Anzahl,,,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,113.0
2023,Anzahl,,,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,158.0
2024,Anzahl,,,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,140.0
2025,Anzahl,,,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,147.0
2010,Anzahl,,Weiblich,Familienmitglied,,.,,,Opfer von vorsätzlicher Tötung,
2011,Anzahl,,Weiblich,Familienmitglied,,.,,,Opfer von vorsätzlicher Tötung,
2012,Anzahl,,Weiblich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,69.0
2013,Anzahl,,Weiblich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,78.0
2014,Anzahl,,Weiblich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,74.0
2015,Anzahl,,Weiblich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,71.0
2016,Anzahl,,Weiblich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,74.0
2017,Anzahl,,Weiblich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,78.0
2018,Anzahl,,Weiblich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,77.0
2019,Anzahl,,Weiblich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,64.0
2020,Anzahl,,Weiblich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,79.0
2021,Anzahl,,Weiblich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,86.0
2022,Anzahl,,Weiblich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,61.0
2023,Anzahl,,Weiblich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,94.0
2024,Anzahl,,Weiblich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,65.0
2025,Anzahl,,Weiblich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,81.0
2010,Anzahl,,Männlich,Familienmitglied,,.,,,Opfer von vorsätzlicher Tötung,
2011,Anzahl,,Männlich,Familienmitglied,,.,,,Opfer von vorsätzlicher Tötung,
2012,Anzahl,,Männlich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,85.0
2013,Anzahl,,Männlich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,55.0
2014,Anzahl,,Männlich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,69.0
2015,Anzahl,,Männlich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,59.0
2016,Anzahl,,Männlich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,70.0
2017,Anzahl,,Männlich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,69.0
2018,Anzahl,,Männlich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,78.0
2019,Anzahl,,Männlich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,62.0
2020,Anzahl,,Männlich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,76.0
2021,Anzahl,,Männlich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,65.0
2022,Anzahl,,Männlich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,52.0
2023,Anzahl,,Männlich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,64.0
2024,Anzahl,,Männlich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,75.0
2025,Anzahl,,Männlich,Familienmitglied,,,,,Opfer von vorsätzlicher Tötung,66.0
2010,Prozent,,,,,0,,,Opfer von vorsätzlicher Tötung,0.00097
2011,Prozent,,,,,0,,,Opfer von vorsätzlicher Tötung,0.00092
2012,Prozent,,,,,0,,,Opfer von vorsätzlicher Tötung,0.00082
2013,Prozent,,,,,0,,,Opfer von vorsätzlicher Tötung,0.00085
2014,Prozent,,,,,0,,,Opfer von vorsätzlicher Tötung,0.00088
2015,Prozent,,,,,0,,,Opfer von vorsätzlicher Tötung,0.00083
2016,Prozent,,,,,0,,,Opfer von vorsätzlicher Tötung,0.00117
2017,Prozent,,,,,0,,,Opfer von vorsätzlicher Tötung,0.00099
2018,Prozent,,,,,0,,,Opfer von vorsätzlicher Tötung,0.00096
2019,Prozent,,,,,0,,,Opfer von vorsätzlicher Tötung,0.00076
2020,Prozent,,,,,0,,,Opfer von vorsätzlicher Tötung,0.00095
2021,Prozent,,,,,0,,,Opfer von vorsätzlicher Tötung,0.00085
2022,Prozent,,,,,0,,,Opfer von vorsätzlicher Tötung,0.00083
2023,Prozent,,,,,0,,,Opfer von vorsätzlicher Tötung,0.00092
2024,Prozent,,,,,0,,,Opfer von vorsätzlicher Tötung,0.00093
2010,Prozent,13 Jahre und jünger,,,,0,,,Opfer von vorsätzlicher Tötung,0.00076
2011,Prozent,13 Jahre und jünger,,,,0,,,Opfer von vorsätzlicher Tötung,0.0008
2012,Prozent,13 Jahre und jünger,,,,0,,,Opfer von vorsätzlicher Tötung,0.00099
2013,Prozent,13 Jahre und jünger,,,,0,,,Opfer von vorsätzlicher Tötung,0.00073
2014,Prozent,13 Jahre und jünger,,,,0,,,Opfer von vorsätzlicher Tötung,0.00069
2015,Prozent,13 Jahre und jünger,,,,0,,,Opfer von vorsätzlicher Tötung,0.00067
2016,Prozent,13 Jahre und jünger,,,,0,,,Opfer von vorsätzlicher Tötung,0.00072
2017,Prozent,13 Jahre und jünger,,,,0,,,Opfer von vorsätzlicher Tötung,0.0007
2018,Prozent,13 Jahre und jünger,,,,0,,,Opfer von vorsätzlicher Tötung,0.00072
2019,Prozent,13 Jahre und jünger,,,,0,,,Opfer von vorsätzlicher Tötung,0.00047
2020,Prozent,13 Jahre und jünger,,,,0,,,Opfer von vorsätzlicher Tötung,0.00081
2021,Prozent,13 Jahre und jünger,,,,0,,,Opfer von vorsätzlicher Tötung,0.00085
2022,Prozent,13 Jahre und jünger,,,,0,,,Opfer von vorsätzlicher Tötung,0.00048
2023,Prozent,13 Jahre und jünger,,,,0,,,Opfer von vorsätzlicher Tötung,0.00066
2024,Prozent,13 Jahre und jünger,,,,0,,,Opfer von vorsätzlicher Tötung,0.00052
2010,Prozent,14 bis unter 18 Jahre,,,,0,,,Opfer von vorsätzlicher Tötung,0.00068
2011,Prozent,14 bis unter 18 Jahre,,,,0,,,Opfer von vorsätzlicher Tötung,0.00068
2012,Prozent,14 bis unter 18 Jahre,,,,0,,,Opfer von vorsätzlicher Tötung,0.00015
2013,Prozent,14 bis unter 18 Jahre,,,,0,,,Opfer von vorsätzlicher Tötung,0.0003
2014,Prozent,14 bis unter 18 Jahre,,,,0,,,Opfer von vorsätzlicher Tötung,0.00038
2015,Prozent,14 bis unter 18 Jahre,,,,0,,,Opfer von vorsätzlicher Tötung,0.00036
2016,Prozent,14 bis unter 18 Jahre,,,,0,,,Opfer von vorsätzlicher Tötung,0.0009
2017,Prozent,14 bis unter 18 Jahre,,,,0,,,Opfer von vorsätzlicher Tötung,0.00011
2018,Prozent,14 bis unter 18 Jahre,,,,0,,,Opfer von vorsätzlicher Tötung,0.00037
2019,Prozent,14 bis unter 18 Jahre,,,,0,,,Opfer von vorsätzlicher Tötung,0.0003
